temperature,humidity,soil_moisture,pump_on
27.907865562408965,72.33710087105236,36.67897512676876,0
21.633122953174663,63.86101342127902,25.52497804568719,0
34.92957490521412,80.09626432344389,69.20295696101132,0
30.278501672243856,62.66272532127359,24.9375599964872,1
17.019270187562284,39.86226566099126,21.59015241584119,0
29.44325285311458,78.23720290127696,44.52209435359733,0
20.068288389634688,54.680056234467344,20.818003852472682,0
26.252354421270176,59.63575935446394,25.3091132704892,1
22.349025830306076,59.29340185928297,26.780545712461112,0
32.103801399878236,85.219687399278,48.21553450797624,0
27.997308101464057,64.32774554663254,23.22415035694987,1
31.648896785349987,82.39144933252496,59.79168441649615,0
25.477346985137615,54.59426743693761,13.206932789356603,1
20.771000656539357,51.00862989891081,25.107155150274213,0
24.644342712629648,51.692651419712945,19.548995937520697,0
29.95637577035478,85.28793495727248,71.08048767244311,0
22.087250722019203,47.91193547386541,25.15888548163725,0
32.70674882775273,78.33654465720626,37.69815832906973,0
18.686440424542123,54.988572123392906,28.240898812561554,0
32.48077295730856,82.76858642067309,36.12127246697944,0
25.965010713049928,80.73811640185619,34.14753527053638,0
36.723902726143436,76.08797599823774,47.36869230807955,0
27.53433314883008,81.70128187515564,40.14509047632936,0
30.976309025800624,74.63889550870813,40.19241460441572,0
30.83495325245243,78.96000665400442,68.09767398363275,0
22.472799207508192,61.87358028395213,27.68942778214817,0
29.966471445952937,48.98653730299879,17.0821236410547,1
27.688437769963116,61.093318623832495,21.394345805089504,1
27.638216977530604,41.90157755340683,18.0834210558945,1
23.930892194321988,49.551692346244494,21.725781111138158,0
19.04564631668823,61.350028537569244,24.67335118512713,0
29.916179882942043,60.0584657345372,26.04789136594528,1
23.759230818612842,61.675538372365665,13.845700792596766,0
26.77608270097546,53.25211679833411,26.753549084569244,1
18.71170245681957,47.152124197902396,20.82476100007798,0
29.145518460992154,57.12814244622187,17.716307841537002,1
24.94245752804294,78.45083704987725,48.43325563780125,0
26.601051205826668,45.56501851274916,18.833045419868654,1
29.892227995989938,59.16299163005109,21.2510523339654,1
22.455186014014583,51.096518119408636,29.10066412075255,0
29.619135770602075,49.57168961853315,14.102641704144046,1
31.397091380956486,55.40685783472121,20.41318382032183,1
31.336588361910756,84.6196370652679,62.45953671061046,0
30.84120461285483,72.22984158790186,48.91350386602474,0
26.154351420447792,63.84122479691211,23.526544019995395,1
24.64739175164477,72.27825724005322,45.18050237566574,0
23.64050571681953,50.60302354326711,18.532575651558687,0
28.683192126766826,57.956069900287275,20.94052480802897,1
30.267180643474685,81.27674107098109,69.05255146029613,0
20.540022246519722,46.293245629999326,21.19557786236933,0
23.112887199832453,47.97755066124736,11.893265800834575,0
17.515861254934936,42.995913068500826,25.109057988678583,0
24.7074720660935,44.392185569353465,21.0366179903499,0
30.629240517584297,74.80429508449078,48.00833534220439,0
18.701543987659534,55.84493001162926,32.76235921919785,0
32.076217323568436,72.54922698752368,45.26119254481687,0
16.04755297891605,60.67216229483467,27.33554193588939,0
28.181502726621527,77.6948450318317,59.67012320680533,0
19.358420541693256,55.05318753884138,26.428900011187096,0
22.76969722162598,45.99397865501576,23.26844624752607,0
24.385523306544567,51.60354907468422,22.69806628770691,0
31.52206695252036,82.3792709513125,48.406493447235746,0
19.765175598332682,52.805674820848964,20.605529364413684,0
23.207881308657594,57.69245475822195,23.290909152093423,0
20.36996748171353,45.650066903165445,17.31411846956727,0
20.081468536211723,65.09246797939126,28.85681213259272,0
29.83570488231522,81.0001217698477,64.59532028490338,0
18.31480537109527,59.66595719466474,30.82738117332955,0
22.17332473221937,49.684575891676644,19.461892007740627,0
19.302430773343364,61.87197693340511,30.283565819686622,0
31.360567538841504,74.28830271289527,48.96192703501975,0
24.634106569478448,39.572084637916106,21.21879227097838,0
26.939907601846972,64.10578359348904,17.02854737569946,1
19.15439764786146,47.36217997632525,24.18911490421612,0
26.80928260753614,53.675319546446055,13.649728944318657,0
27.05434615035268,53.84925057822896,16.690226740126143,1
30.415687428025407,78.24917395732322,66.58020399403618,0
27.83224418651151,36.48113805436744,18.853688599840318,1
19.66189094047808,65.12273097312664,39.11940314711709,0
19.415968869026376,49.85695263559816,27.805498393328218,0
29.027599003131236,70.11899390099707,50.63904242628263,0
22.501949843706242,45.695499564489076,20.75394728167184,0
18.55394505825002,40.81240872666907,20.12249633406093,0
19.339749553178333,46.431066218659595,18.25002758214748,0
31.672408990024298,70.6600424215406,69.04408544577362,0
22.127035068304913,42.87748827594777,18.61853478793164,0
26.183346209813685,60.931287940215135,27.684307859718544,1
20.46721835031267,50.24109481964256,24.893792416406125,0
31.935422150430025,79.52875006626532,45.506873470615375,0
29.189607135272617,84.39199310727366,70.74103006360873,0
30.091092120004433,68.59061616900134,57.36102978413114,0
17.92028090089091,51.57745387378459,28.92171873199356,0
21.02648594972478,43.59765408214619,18.74526636326948,0
31.9231935340073,80.00396472332586,46.72810061072636,0
28.73771440602463,65.77429671717513,24.09235442467103,1
27.680597446698165,70.30884963834269,57.84937444815556,0
29.371434705829902,82.51237318782076,58.041394951360054,0
31.32835194055495,76.34994492346834,62.212739794463104,0
26.046511780355583,62.451445531797354,25.689739858425575,1
20.773394721052473,52.28965977211579,18.428812018673764,0
19.0698168559593,42.19719530138682,22.897541382333838,0
19.19883850990999,42.948631164694476,23.532713086951937,0
27.282462174032155,43.551515611611066,14.269431315291659,1
21.941943457818002,69.7591838285927,22.1608363801682,0
32.73837096299899,82.64820083942638,49.21627993257211,0
32.30022593219659,84.49504793890696,49.899880551370074,0
19.834632376085416,61.63649298495283,32.420035492921784,0
29.675049369561236,80.80971146284325,67.52166383046544,0
21.006027076845474,58.639521447673246,24.545595244563795,0
26.670001942291513,56.423564197683184,18.929944994337642,1
20.536247332230573,54.5813906859491,26.755010344493183,0
18.45097830879657,48.674127445227576,18.84873068005777,0
20.78004662633677,46.4892658851817,17.154809839915924,0
28.681253782823642,70.61142195709918,22.55994072261173,1
19.640040690644902,42.41649138326871,20.014649560944488,0
26.565121593776656,63.33956517764151,22.65625569684646,1
33.49388118415299,74.62861463806804,44.802061708106955,0
27.47846524370655,78.57376439807244,58.046206412247436,0
32.15124611644312,72.2449374158831,46.85118852767703,0
26.524180116871552,67.22930561574033,42.9915622007775,0
34.08153191638982,81.00648659540767,41.056408777458444,0
27.718453379342968,52.974468970022755,19.725730767653452,1
20.39539095390905,39.19655807667869,23.97970572075016,0
17.526015876209186,57.44685099177029,29.56260666169976,0
19.438153964958,53.875616055764056,32.654392063321566,0
24.538325483043796,52.28008771103032,25.725498205858177,0
17.2782652254751,63.925144667908945,28.955458161246057,0
19.059414217744333,59.04558960019165,34.161824171864566,0
28.98685358592894,81.25864686566636,38.367257586661246,0
29.072291723269228,81.32263928286581,70.95046094649176,0
31.066718349293662,83.47171339125873,43.98009529347699,0
18.31080964398405,42.95067298553982,19.43748294858199,0
33.47532608301275,53.18883221176089,11.728982243063152,1
31.48044202957714,44.46638911460559,19.068012230025616,1
18.29023459030816,49.97110897976439,21.61395026554826,0
20.628834081573316,67.1283522677964,33.27149203716181,0
29.557899855905053,81.72389551831765,47.102322968985334,0
31.721843472043126,78.19132189146366,41.726948576597714,0
27.664362569381126,63.076126386662274,21.449077085228634,1
25.075255602044866,54.88760611162648,22.43573152329002,0
26.55754500805925,54.14933104771984,22.60517321895438,1
25.97302087672974,61.63041312014019,22.70663266413965,1
30.529542033463756,72.01579309669859,42.80345679282839,0
28.252906163441267,76.86191098850466,63.32535097510328,0
19.553521268398754,48.497451738967904,19.137547285258268,0
28.147125703282832,71.61021735821092,38.93082631634805,0
30.9150241577114,77.71138286872767,70.99025145534472,0
24.01967226288771,65.30128583711823,28.057420482696507,0
26.648612033696573,75.51334839383198,63.22104603145298,0
32.84129128674285,59.3287309831764,19.024152363389717,1
26.95056122402193,69.26792411424681,21.980157408159076,1
20.997710521049466,67.03732680582733,23.96264587108559,0
30.267671098446314,80.84157562462207,45.5438564063704,0
20.29951050530314,63.970161112694356,26.767405490284666,0
29.846172026112228,80.31151339713254,51.01906432979857,0
24.0665405996304,63.89394030161845,25.918842495110706,0
33.096449644848036,77.04670341406924,43.633300118376,0
34.03000289162394,76.72735817961589,53.00121538687763,0
31.725752318804183,80.46803214477931,29.76514723373164,0
18.392728689586946,71.24872608621322,29.062903088137926,0
25.04213849405465,66.3868395112937,20.32239475198902,0
28.55352902658833,77.60337018404898,44.037570515894096,0
19.3779905408453,42.27531332583401,23.830103350701485,0
31.8346241824137,81.9031370023033,45.308431363038856,0
19.17667934260537,57.372112062622705,27.837156181243497,0
35.75778908344859,74.91362206000164,70.92605056770581,0
20.62596602644954,47.61057593805724,22.985698412387087,0
28.00312089229971,57.44779225219516,19.53279225530374,1
15.720913998994288,55.797106127205176,28.197913821451497,0
20.8181866569064,46.89306760641635,22.983740438652806,0
27.627681660453273,50.674019855224685,17.602446106863344,1
31.738191676932274,87.76739737565948,48.95731712402642,0
28.097344399626248,57.65604354300082,24.47193871778453,1
23.60076436595292,56.11303850816192,25.328912995753612,0
26.669016361361514,49.436942262847246,9.003804927812602,1
28.055624927979924,66.24475306631811,39.9126547874051,0
20.883304234838914,45.55920043315693,24.94307872521008,0
15.732562416118023,61.810056881878886,25.98178261817745,0
20.80678921380608,38.121753425689306,21.44211968022814,0
16.177609940461874,45.747789455264105,24.655655989437186,0
29.674273596063355,60.829828873310575,26.50925018702991,1
24.08380719372013,50.43389945025973,22.55901118676727,0
19.843095021741533,45.97889605738558,21.358673799760542,0
28.435627246435317,46.69299196952323,16.31178850737444,1
25.84521732247538,73.37215934487801,41.70577895454603,0
33.65739889653836,76.7865986466816,75.16438813675353,0
30.63811080495029,78.54733805458123,50.0592827087633,0
25.319236524794142,42.430387213248395,19.977719699939943,1
19.690173709943277,57.97115861632308,27.249921371943426,0
20.72598315714163,46.45872808523355,18.405179522207177,0
26.18435588667265,71.0698542365964,45.07235549875661,0
26.600861182942552,44.05654246003761,14.336746505753998,1
21.944705816086387,51.86908823540573,26.78462641221698,0
23.574772474713708,62.89689380661317,23.1489692185419,0
17.897496513331948,57.54451031169918,29.376069698569275,0
18.96842096959703,45.24987233722122,23.092772079758557,0
20.556611244619596,39.73910033940117,22.215981261134914,0
30.076621338320983,49.37740030273731,23.059502189700275,1
25.50624164092882,45.2932235190679,20.76711510968483,1
29.06140039776302,74.52577774238155,40.666051131680426,1
29.44536823772865,70.78878092033035,73.6194201133962,0
28.652493830116267,80.64355944375853,40.7509418852624,0
30.494569114982376,62.05516689275509,18.832458203254866,1
32.06964865016428,77.17073681256564,41.28418456116843,0
29.953621435860523,75.11076415851747,64.44329084858725,0
19.134125076639865,73.8774283414092,31.414797609002818,0
18.059954053730085,63.257885715216176,29.761914689700948,0
29.074818281015954,83.1173480844719,48.85045359890172,0
27.454788494197285,57.88177306951165,14.57382392769783,1
29.528018435164924,77.13737852657299,46.634749853624676,0
27.085912397755006,49.124140117143014,14.20514362226151,1
33.703628832055195,82.1822644214115,34.42280079069995,0
30.76370100045797,75.12667552997087,42.379687219539385,0
27.510327688388013,55.12378644777477,27.977125847840167,1
29.36101655444794,79.78025212600511,54.86282817841381,0
13.697814274513101,62.40629725094976,32.23449790425279,0
20.6073413058315,47.78603813546831,18.38579782725071,0
22.145842923863686,56.36906420494164,22.577321243481485,0
31.43426374811853,53.66454208455822,19.17483834369611,1
19.412108613796637,57.947465710374736,33.401172544415815,0
27.133947083584427,52.44329743567362,19.032622878005395,1
25.679399914721646,74.81348331791028,51.0070646906964,1
25.10312122523829,43.38950316832328,15.364907695910544,0
20.045317782395024,42.692702570476285,22.75257699308575,0
28.325938764452324,67.13458128124161,64.37516760348143,0
20.829820572237637,53.64418911432392,22.97031372054235,0
27.125923815311822,49.87005191959443,18.563724164225913,1
27.327907342608697,56.51536388079084,19.19834664018184,1
27.405623259732913,42.81207911810546,17.52659806095417,1
21.249850448501537,56.28011311853472,33.69102829401017,1
28.05191074798668,70.89647099195052,41.33624916212976,0
18.692125985523198,52.46187896077064,23.165225371566326,0
28.40284772799098,89.30990430453718,57.13313599683599,0
18.74258897369372,39.021744782417635,24.35757372016746,0
22.26959830701968,54.47729396257099,18.070511187097193,0
26.090172022021434,62.464932234997065,22.769736678286936,1
30.98413639006729,75.43116339996357,62.77044779655119,0
28.743256285935857,57.498650083333864,29.43612125693653,1
31.066790659934995,76.84566170943795,44.80083589931574,0
34.1204635627592,77.90729296703263,64.53623728178788,0
20.457381381372738,45.77500994519781,15.468847801524731,0
27.578215276980792,56.83974833456338,21.99219005123306,1
26.544249210299746,70.18598046226086,60.18698870218576,0
28.175885783194673,81.1320272337183,67.62864921865149,0
22.427645305749266,54.22958799120501,26.396545267471826,0
26.281096949613087,77.90395823951398,54.42754737756768,0
22.80965237921603,58.73947410294861,20.109384574448317,0
17.982211028278098,46.751382731537234,19.238156507715264,0
31.5809304763285,73.42099205252565,63.9360690534211,0
32.04864569376979,79.91912786036174,70.52509519988327,0
19.41780855451383,64.29672240243073,27.94209403049653,0
20.043582042407866,62.40157891263138,24.899665374817403,1
25.08829348679117,54.698661295464454,20.507144015490894,1
27.395873187161445,45.02640588540688,20.06313718184173,1
21.130720022544065,69.00659486379634,29.4768030279367,0
20.471768006467492,57.996065923631015,26.769324607784004,0
19.21342467698977,46.28891121865025,17.527778001315845,0
27.29431217669753,41.192742612806626,17.169521370336124,1
33.44991329262266,79.09930634668873,50.10362292099431,0
33.47363469172682,73.17018648000298,54.40837324459871,0
22.12421607605042,43.86328006280755,24.02959075544982,0
20.24857370712514,54.05264518648459,28.4706549735114,0
30.114507471696726,49.60775683885902,24.58755864550485,1
31.07490508339106,69.21889924447055,63.86322129978283,0
30.183564597521613,48.06049795900617,16.158038858114587,1
26.67206971693671,46.284457076535496,24.111696834043645,1
16.616722803516645,56.282239200837076,29.09996576293791,0
30.221551194163858,66.50084422029396,25.119248954882625,1
30.05742587012927,65.31650247127777,27.561845949933318,1
29.196455474481308,72.65768222231144,36.49124360951943,0
21.530876045575123,55.618888934422316,18.634379086659113,1
29.98114674865924,45.44500143917344,19.457263985086307,1
29.718270038886104,56.76527014231978,19.99323297474379,1
29.61200928391399,46.35621296132969,17.466593227530932,1
29.894145661599275,63.22526680861754,22.95966374706657,1
21.103648356127202,62.165591244695925,26.312804712875394,0
20.028835445382228,60.04102725976552,32.64362686065781,0
27.087698365194676,80.38947329619779,46.85455556071311,0
28.47849013621031,54.46561509144223,15.181194663967252,1
23.275657839958686,48.051879996077616,23.792904348251362,0
24.594584513106334,53.15624724248141,19.51637926425018,0
29.5810339572897,79.3261898873874,43.67141298286296,0
17.577393801680344,46.973909426197785,23.096096855871092,0
29.07920753969856,74.81714197115983,42.563467287476215,0
21.040573334194356,46.412348832065526,23.828084692246524,0
20.059260263326717,48.20399309960375,14.806346184064342,0
32.38578113308494,78.54750842794185,58.11479823143033,0
26.003349409683626,50.097201104655056,22.197238704318924,1
30.45920279785872,50.04679400648233,15.815341895726553,1
25.128129556229496,60.19106170570618,20.326717852421798,0
31.430004512597552,81.42512693288775,60.740301336178504,0
34.98228062327716,78.34328657433846,41.67702523715762,0
25.743988725208755,50.22933544989478,10.141206035494413,1
18.645049630852057,51.14250001904809,22.887850014554957,0
16.38731340378559,44.991323321071825,26.419786547433137,0
22.670641586224086,64.64936665628133,27.2387574010677,0
31.576278874709356,81.55731004228653,74.51215690122942,0
31.41416119692917,81.11292948611364,41.34158353243106,0
27.290556721883796,78.57982485401783,70.30994772444093,1
20.336318963714362,43.16512530289715,20.74516113355622,0
26.86008997594784,80.35610871731217,66.45858442916534,0
26.62691443182727,45.30314161505294,16.39552665286155,1
33.29213224503951,76.22677985748274,68.50001254538327,0
21.547643506587512,54.5918846900116,15.561523555300955,0
27.078502819362836,60.557112939061646,19.747643659369153,1
21.75901995987449,71.63783461206917,30.886496449062236,0
28.085084314334395,76.92737572122293,45.391817196008724,0
22.849597718127125,44.435969091835126,17.48308280985912,0
24.84379882072086,54.076590413100014,17.122305631729073,0
29.424657874578724,65.98025889531569,30.63344866528932,1
32.571077449332016,76.66408193941994,59.95497323653595,1
22.149591730665563,50.55062140853907,23.30926485598722,1
28.17372076482856,45.14169193455396,19.06931429093077,1
30.10567451359119,78.2054201820995,78.6710804489244,0
31.656365915323544,79.53499420841557,75.85539085405978,0
23.0366816761612,61.67971762291191,22.675587712574025,0
27.77534992653208,63.27357527168478,24.53426709639459,1
24.942313301627372,79.2775074600926,53.02775225415221,0
32.71475932977249,74.97392516628729,61.39615784945075,0
29.59251665247703,78.0468207969718,65.75161116553191,0
18.57331890872322,41.096732075951,17.40454889974462,0
35.45044873327328,77.81599530353228,72.63218523135122,0
18.955618151624726,39.38735168160887,26.876198073439866,0
33.78992934165818,82.36273512654223,37.41118577741284,0
19.239561048581706,52.8444730454152,24.471867438624134,0
30.156037162591616,55.142453630354034,23.04364052038891,1
31.98237921126673,71.75842644364448,67.0671792019658,0
29.598968799936888,53.301337574158666,20.656963235930757,1
31.347819361037118,70.80786941720889,67.3839779336074,0
26.130582271926375,42.234296157660545,18.883528145918763,1
25.915090078268612,44.12281759646063,25.07802488667509,1
25.829482462097694,53.74491665167079,24.720138712141207,1
29.49753533417429,60.85440591407697,23.334235437352334,1
19.13990745986545,45.21556030510453,24.29373193685763,0
20.291300000214328,62.58054250417015,24.711765992183818,0
19.516578736705316,43.169945095722134,25.67239697477405,0
28.83775477926565,52.83587277952613,17.854568945094904,1
21.67035565538705,43.421846240922626,21.254492262258168,0
28.929824107252415,60.02022328852294,21.07730900381098,1
22.562607925460306,46.78135041465401,17.04020824681526,0
19.484110185603498,57.162907496702765,26.635396427670827,0
18.7451583201694,65.11661719947875,24.20679347634993,0
22.723271077681193,72.27749874205307,26.122658878210366,0
15.860569102379404,46.250918022917055,23.80940514235915,0
18.32771455087809,48.55544999391993,24.84554266578079,0
29.70148257679854,85.66976383439327,56.99934852219146,0
31.077480222648276,78.3815184675891,49.76744026738228,0
26.893144720333698,54.38205243689446,26.54158051309044,1
17.360791913912358,68.603997699592,25.76307069003315,0
18.588144004119247,48.9481467078332,27.035253318657844,0
33.87838250246149,54.2768939525581,11.50488491723365,1
30.034178665256217,83.67601824952935,36.87236390893349,0
34.356805011081356,76.20455075696071,47.590954086542474,0
29.816844389400035,42.741724500376684,11.590339977735333,1
18.51884270904232,34.376276066766486,24.176910795690098,0
28.486337637039743,80.26842716913892,62.738640922533264,0
27.99030906619578,49.766280247849984,14.569651279478048,1
29.116751227318897,56.968114452042585,24.228719309206078,1
26.390350636679823,37.42202065859529,13.311108690153736,1
19.717519750297303,48.38467977955513,23.21197713943126,0
30.76725992839872,80.10548498198666,64.50416501272639,0
26.23370090363917,77.97375907050125,64.31262281292746,0
30.030347949472674,63.62245194795296,23.515990461906064,1
23.62550323424936,47.14617786108022,20.550867709362677,0
25.677721674210346,45.69943147604115,16.92611921570276,1
21.452119599149132,47.36467012145475,20.82135291528134,0
28.53899041362423,49.608647064518294,16.665389587044515,1
28.668075320542457,69.92033158200596,71.25127507979006,0
25.091767312697964,54.93985160274532,23.544118771028447,0
25.638448333173873,51.46357783417752,23.746271479604488,1
20.032447613035732,45.403530911333014,24.443018386308395,0
22.89862569031879,58.52857823375365,25.216542911909862,0
20.3979455677394,55.251117807416456,18.9544876397552,0
28.147647724158976,47.99605536853036,15.803278076037843,1
19.25539913628655,42.822547391852915,23.23735053175013,0
28.159883047137452,75.456002593449,49.33561608132046,0
30.476460295232712,76.25902632478942,67.52582927448493,0
28.394327389990472,52.40287882992641,21.98061063641627,1
28.04744807840115,87.59417784129221,62.66672923544582,0
33.01700394458029,36.14554035194862,19.92759475348211,1
27.726757798806318,53.30716687163988,17.347665664886797,1
32.83669344971266,50.613198848725524,15.299032738721271,1
22.307292202726913,58.90474117676271,31.250811328067194,0
21.23299192991801,66.10382251415885,29.32170078581509,0
27.399540812030377,50.16870549906895,18.00137221626617,1
29.329364146377166,57.16297723246845,23.14417217481576,1
20.38272671427491,49.17731724201024,22.346583535852087,0
17.650872740074888,57.44868218026236,33.188526290261926,0
21.723225859742577,43.710163814334535,26.193312507694237,0
24.639960322683418,44.73824062648318,21.074847252947343,1
20.81731452391,66.31103708448097,23.19318645907949,0
20.64783449898357,47.04457104657433,22.789031865782114,0
27.52908539403115,53.866330370374044,21.686492738624487,1
30.5617053089529,81.26678917912889,48.88881284824541,0
34.78570512783577,71.3173638516891,46.84138963617533,0
31.501100839531393,50.55982482760556,11.561237267962468,1
29.47004367843167,57.830558041546766,23.291905491159447,1
27.637280145786427,47.88233061374829,19.999542895659406,1
21.109950462836085,57.83220109089781,25.137324328413733,0
29.61831613368122,70.58091606752392,44.799929302848426,0
18.99213779702002,66.50321749962607,25.91095491891674,0
30.061461722991588,72.8818618108988,63.765194483959355,0
31.027546606090095,76.21246981673988,39.55382566691909,0
23.005246265525223,48.19826468135048,20.375067985656603,0
25.396784185982067,43.99338229792619,17.677162929812194,1
24.454302162281888,51.40232850540071,21.607405219868962,1
25.903976053154402,50.98653015331957,21.07789846300752,1
26.4727096149778,54.03515584961853,23.050783527197726,1
33.260693869020876,75.88049016716029,69.60553613692096,0
16.238185703274823,50.36534581304023,25.30761180613005,0
19.71008343298534,44.24730799338865,19.77292288082075,0
26.432285611439923,75.32909765079992,41.48166515404416,0
33.74184655864979,80.27740260036613,66.32604520604698,0
28.134663964683558,78.03022824247935,66.44378655307264,0
19.386085961943287,46.258076856251506,23.789826033125017,0
21.65155153777262,46.528046287903344,17.963428792438556,0
32.963744802874764,49.47193604311728,20.906864584331302,1
27.985660190871194,55.55957414361706,22.1897924223409,1
31.82950632741091,80.22912081201201,39.23768196058744,0
20.22673637468131,38.48702827346581,21.354097586892745,0
21.581536155066466,43.00317224820638,24.924936809077987,0
24.896204843983853,52.88043830867466,14.623557082077097,1
31.26579588871315,80.99767386265779,67.20547572411141,0
25.984177764522155,78.83489100656423,63.59697739703184,0
36.34425417143844,86.20404294049278,42.59483526710187,0
28.63715817627283,37.18809027718331,15.986853256571859,1
31.906494586093732,74.40456226077407,67.57452933433272,0
32.18459495178128,78.81279889203331,41.918686335812524,0
29.950680054097866,58.55236164348018,21.07044541575961,1
30.898257391689402,57.95724410859172,26.0746745207841,0
25.226198444604144,48.720678916617054,17.9345528786654,0
29.305561751907565,42.20310610310213,13.314983063919605,1
19.517243755645623,47.99060460649584,26.483072694378222,0
25.758819082978967,52.602626584330736,18.798639753261515,1
26.51952144394758,80.19166637267551,53.48822472827458,0
26.68753211304698,49.543548148270276,16.737279517280715,1
30.37251553100998,54.01259103507202,16.538890814818664,1
21.114925978465184,55.27759602230166,26.40517444547144,0
17.32933508669136,63.98425325659859,27.357595123500424,0
24.683054849438218,47.89046317220459,18.99571909659206,0
29.365812994296885,56.11102240638559,24.448902274485494,1
20.1245398273394,63.78376614379913,29.140039130644855,0
28.322552616893734,63.79382042145585,22.514523593433225,1
18.248293374404767,52.31239479580975,25.951558273140883,0
23.543753110644992,57.34237552951092,30.693563402364948,0
16.11064507188686,52.21911166680395,24.59189674919706,0
23.342243715819286,51.11430655047095,28.23011255141005,0
34.144269221673305,75.43182951162905,69.11579104516247,0
28.28509908752733,62.29335490115952,27.767366501089118,1
36.78864343708671,74.45871268534675,67.77261716937784,0
19.732818553423357,59.54729405193662,22.45753778845483,0
23.271973447443653,49.202885543622855,21.003534861064963,0
18.63637488397608,67.71927235937812,29.08671121691628,0
20.296777312840312,45.050858569195896,19.878012423701914,0
28.398220437123793,60.40471902369637,24.087658532304143,1
16.101273682299386,59.290624459061554,29.910327840137864,0
27.841853203193978,49.030920981800385,24.36747391186941,1
26.615674556460903,52.09771576587337,10.341881594643295,1
32.31783727738888,57.259007007327924,23.14702347574217,1
27.710726169629936,63.71020768927253,19.16420769460751,1
20.15306163171122,59.694036265072576,24.442255221442892,0
26.07605911768652,61.34380165850398,19.163396101285763,1
18.121047105918084,43.8624449398554,27.42582167850162,0
19.534377871960878,61.40534099184987,26.867052681728122,0
26.181821062226167,49.37132770385338,26.01668543769988,1
20.014673455996284,57.5071702600468,20.76818780028379,0
32.68756244239926,77.64769704325002,40.81588714288329,0
23.256998396166942,50.57411303980702,23.097962753253963,0
22.173095027472883,43.758954799412344,28.156404484660936,0
14.310543561749942,49.99758467383058,25.186825973647498,0
18.53075915885823,58.85062653512464,33.747612146043146,0
20.319613327771197,58.367795572779706,32.53400003769039,0
20.554114794062226,47.11463954230423,24.919562850028218,0
22.029323586133785,50.195127869441606,21.96401679985215,0
21.74969283907062,54.396194162587875,21.687800260734267,0
25.363412837491616,60.46265887746802,32.86723589329002,1
21.693146200348213,59.679080457334535,33.960837534672635,0
28.576858499299952,42.71983934615852,17.973136842269383,1
21.045342923045652,51.24099550004172,19.841938869837527,0
29.71247987141476,61.22933200311618,21.02644917126886,1
18.39485432491077,46.8186395315295,17.518023149638115,0
20.270151931152586,65.96084483409365,27.693956913848393,0
33.9937243917394,64.55929767159932,51.513784849888104,0
29.12519591059821,77.64575817595725,64.2979469495958,0
32.82963610872839,85.35553769352916,60.99009912895755,0
28.90215538052504,61.7240780678585,26.1709686855472,1
19.920646398048557,50.12319673191822,21.169032832590666,0
25.1014767157306,51.113396625201105,18.82049158755184,1
30.610433707027457,49.02550707145032,21.82628092824496,1
16.92211763603576,40.09124750255874,27.21367451573004,0
23.58943681322487,61.25173329789645,27.932881284287713,0
30.914984576395728,76.59503899349723,45.423391555708434,0
18.454458711952455,57.84253722255063,27.695257507047785,1
16.278130729258656,50.95125089789467,21.42021481762818,0
27.998383260001987,48.81098034182179,17.459877423647708,1
17.783289339108773,39.556663230283824,21.13278033449156,0
16.420485145115517,43.18454717779818,23.8522830712823,0
32.66651594604446,84.08403515422735,54.23121919253796,0
21.68915940820257,54.28587830652801,25.669878396165625,0
30.732205211020084,82.15320293017675,44.07440819762573,0
